Rk,Player,Tm,Age,Pos,G,GS,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat,Player-additional,Year,G19,GS19,Tgt19,Rec19,Yds19,TD19,G18,GS18,Tgt18,Rec18,Yds18,TD18
280,Jordan Wilkins,IND,26,,15,0,16,12,105,0,3.0,-38,-3.2,143,11.9,-0.8,1,12.0,1,6.3,0,91.9,WilkJo01,2020,14.0,1.0,11.0,7.0,43.0,0.0,16.0,3.0,17.0,16.0,85.0,0.0
281,Salvon Ahmed,MIA,22,,6,4,14,11,61,0,2.0,-10,-0.9,71,6.5,-0.5,0,,1,7.1,0,84.8,AhmeSa01,2020,,,,,,,,,,,,
282,Cam Akers,LAR,21,,13,5,14,11,123,1,4.0,32,2.9,91,8.3,4.2,3,3.7,1,7.1,0,127.1,AkerCa00,2020,,,,,,,,,,,,
283,Blake Bell,DAL,29,,16,2,15,11,110,0,7.0,62,5.6,48,4.4,5.1,1,11.0,0,0.0,0,93.7,BellBl00,2020,15.0,7.0,15.0,8.0,67.0,0.0,10.0,4.0,11.0,8.0,67.0,0.0
284,C.J. Board,NYG,27,,14,4,16,11,101,0,6.0,68,6.2,33,3.0,10.0,0,,0,0.0,0,85.7,BoarC.00,2020,4.0,0.0,4.0,2.0,31.0,0.0,,,,,,
285,Bryan Edwards,LVR,22,,12,3,15,11,193,1,9.0,113,10.3,80,7.3,8.5,2,5.5,0,0.0,0,137.5,EdwaBr01,2020,,,,,,,,,,,,
286,Tyler Ervin,GNB,27,,8,0,15,11,84,0,6.0,0,0.0,84,7.6,-1.0,0,,1,6.7,0,86.5,ErviTy00,2020,10.0,0.0,4.0,2.0,11.0,0.0,9.0,0.0,3.0,3.0,35.0,0.0
287,KhaDarel Hodge,CLE,25,,9,0,17,11,180,0,11.0,157,14.3,23,2.1,16.4,0,,0,0.0,1,75.6,HodgKh00,2020,16.0,1.0,10.0,4.0,76.0,0.0,14.0,0.0,3.0,2.0,17.0,0.0
288,O.J. Howard,TAM,26,,4,1,19,11,146,2,8.0,129,11.7,17,1.5,11.9,1,11.0,1,5.3,0,117.4,HowaO.00,2020,14.0,14.0,53.0,34.0,459.0,1.0,10.0,8.0,48.0,34.0,565.0,5.0
289,Albert Okwuegbunam,DEN,22,,4,0,15,11,121,1,6.0,48,4.4,73,6.6,7.7,1,11.0,0,0.0,0,119.0,OkwuAl00,2020,,,,,,,,,,,,
290,La'Mical Perine,NYJ,22,,10,0,15,11,63,0,3.0,-4,-0.4,67,6.1,1.7,0,,1,6.7,0,80.7,PeriLa00,2020,,,,,,,,,,,,
291,Samaje Perine,CIN,25,,16,1,12,11,66,0,4.0,-23,-2.1,89,8.1,-1.8,3,3.7,0,0.0,0,89.6,PeriSa00,2020,,,,,,,5.0,0.0,4.0,3.0,5.0,0.0
292,Keith Smith,ATL,28,FB,16,7,15,11,59,0,4.0,15,1.4,44,4.0,1.9,0,,1,6.7,0,79.6,SmitKe03,2020,16.0,5.0,3.0,1.0,13.0,0.0,16.0,3.0,6.0,5.0,23.0,0.0
293,Kenny Stills,HOU,28,,10,0,19,11,144,1,8.0,127,11.5,17,1.5,12.5,0,,3,15.8,1,77.5,StilKe00,2020,13.0,5.0,55.0,40.0,561.0,4.0,15.0,15.0,64.0,37.0,553.0,6.0
294,De'Michael Harris,IND,22,,7,0,10,10,79,0,3.0,16,1.6,63,6.3,1.6,0,,0,0.0,0,99.6,HarrDe09,2020,,,,,,,,,,,,
295,John Hightower,PHI,24,,13,4,29,10,167,0,5.0,110,11.0,57,5.7,22.6,0,,3,10.3,5,15.2,HighJo00,2020,,,,,,,,,,,,
296,Patrick Laird,MIA,25,,16,0,12,10,68,0,3.0,28,2.8,40,4.0,2.6,1,10.0,0,0.0,0,90.3,LairPa00,2020,15.0,4.0,30.0,23.0,204.0,0.0,,,,,,
297,Marcedes Lewis,GNB,36,TE,15,15,17,10,107,3,6.0,50,5.0,57,5.7,6.5,0,,4,23.5,0,116.9,LewiMa00,2020,16.0,11.0,19.0,15.0,156.0,1.0,16.0,4.0,4.0,3.0,39.0,0.0
298,Dare Ogunbowale,JAX,26,,14,2,20,10,54,0,4.0,-9,-0.9,63,6.3,0.9,0,,2,10.0,1,35.4,OgunDa00,2020,16.0,0.0,46.0,35.0,286.0,0.0,,,,,,
299,Donald Parham,LAC,23,TE,13,5,20,10,159,3,8.0,103,10.3,56,5.6,8.8,0,,0,0.0,0,116.5,ParhDo00,2020,,,,,,,,,,,,
300,Benny Snell Jr.,PIT,22,,16,3,14,10,61,0,3.0,-27,-2.7,88,8.8,-1.9,2,5.0,0,0.0,1,50.0,SnelBe00,2020,13.0,2.0,4.0,3.0,23.0,0.0,,,,,,
301,Trent Taylor,SFO,26,,12,1,21,10,86,0,5.0,43,4.3,43,4.3,5.6,0,,0,0.0,1,39.0,TaylTr02,2020,,,,,,,14.0,0.0,41.0,26.0,215.0,1.0
302,Matt Breida,MIA,25,,12,1,10,9,96,0,5.0,0,0.0,96,10.7,-0.1,1,9.0,0,0.0,0,106.7,BreiMa00,2020,13.0,5.0,22.0,19.0,120.0,1.0,14.0,13.0,31.0,27.0,261.0,2.0
303,Gus Edwards,BAL,25,RB,16,6,13,9,129,0,4.0,36,4.0,93,10.3,3.8,2,4.5,0,0.0,0,101.1,EdwaGu00,2020,16.0,1.0,7.0,7.0,45.0,0.0,11.0,6.0,2.0,2.0,20.0,0.0
304,Ryan Griffin,NYJ,30,TE,15,6,12,9,86,0,4.0,37,4.1,49,5.4,5.3,0,,1,8.3,0,94.4,GrifRy00,2020,13.0,13.0,41.0,34.0,320.0,5.0,14.0,11.0,43.0,24.0,305.0,0.0
305,Travis Homer,SEA,22,,9,0,10,9,90,1,4.0,-2,-0.2,92,10.2,0.2,1,9.0,0,0.0,0,137.5,HomeTr00,2020,16.0,1.0,13.0,11.0,56.0,0.0,,,,,,
306,Devine Ozigbo,JAX,24,,8,0,9,9,42,0,3.0,3,0.3,39,4.3,0.3,1,9.0,0,0.0,0,86.1,OzigDe01,2020,10.0,0.0,5.0,3.0,23.0,0.0,,,,,,
307,Malcolm Perry,MIA,23,,9,2,13,9,92,1,4.0,59,6.6,33,3.7,8.8,0,,1,7.7,0,114.9,PerrMa00,2020,,,,,,,,,,,,
308,Kalif Raymond,TEN,26,,15,3,15,9,187,0,7.0,149,16.6,38,4.2,17.5,0,,2,13.3,1,76.2,RaymKa00,2020,8.0,1.0,12.0,9.0,170.0,1.0,,,,,,
309,Patrick Ricard*,BAL,26,FB,15,10,12,9,45,1,3.0,0,0.0,45,5.0,0.1,2,4.5,1,8.3,0,108.0,RicaPa00,2020,16.0,7.0,11.0,8.0,47.0,1.0,,,,,,
310,Jaylen Samuels,PIT,24,,14,1,14,9,46,0,2.0,-10,-1.1,56,6.2,-0.2,0,,3,21.4,0,69.3,SamuJa00,2020,14.0,4.0,57.0,47.0,305.0,1.0,14.0,3.0,29.0,26.0,199.0,3.0
311,Rodney Smith,CAR,24,,7,1,11,9,59,0,1.0,13,1.4,46,5.1,1.5,0,,1,9.1,0,89.0,SmitRo08,2020,,,,,,,,,,,,
312,Geoff Swaim,TEN,27,WR,10,8,12,9,83,1,6.0,48,5.3,35,3.9,6.6,0,,1,8.3,0,121.2,SwaiGe00,2020,6.0,2.0,17.0,13.0,65.0,0.0,9.0,9.0,32.0,26.0,242.0,1.0
313,Ameer Abdullah,MIN,27,,16,0,9,8,58,2,4.0,-5,-0.6,63,7.9,-0.6,0,,0,0.0,0,133.1,AbduAm00,2020,16.0,0.0,21.0,15.0,88.0,1.0,10.0,0.0,4.0,3.0,28.0,0.0
314,Stephen Anderson,LAC,27,,16,3,11,8,106,0,7.0,26,3.3,80,10.0,4.0,2,4.0,0,0.0,0,102.8,AndeSt01,2020,,,,,,,,,,,,
315,Darrell Daniels,ARI,26,TE,12,8,11,8,92,1,4.0,35,4.4,57,7.1,6.1,1,8.0,1,9.1,0,127.8,DaniDa02,2020,11.0,0.0,3.0,1.0,4.0,0.0,,,,,,
316,Troy Fumagalli,DEN,25,,8,0,15,8,80,1,6.0,20,2.5,60,7.5,7.3,0,,0,0.0,3,51.4,FumaTr00,2020,11.0,5.0,9.0,6.0,38.0,1.0,,,,,,
317,C.J. Ham,MIN,27,FB,15,11,13,8,97,1,6.0,22,2.8,75,9.4,3.3,0,,2,15.4,0,110.1,HamxC.00,2020,16.0,7.0,26.0,17.0,149.0,1.0,15.0,2.0,15.0,11.0,85.0,0.0
318,Josh Hill,NOR,30,TE,14,7,10,8,46,1,4.0,9,1.1,37,4.6,4.5,1,8.0,0,0.0,0,119.2,HillJo02,2020,16.0,11.0,35.0,25.0,226.0,3.0,16.0,11.0,24.0,16.0,185.0,1.0
319,Taysom Hill,NOR,30,WR,16,8,12,8,98,1,4.0,63,7.9,35,4.4,7.6,0,,1,8.3,0,119.4,HillTa00,2020,16.0,5.0,22.0,19.0,234.0,6.0,16.0,4.0,7.0,3.0,4.0,0.0
320,Jakob Johnson,NWE,26,FB,16,11,9,8,35,1,3.0,15,1.9,20,2.5,1.7,0,,0,0.0,0,119.9,JohnJa12,2020,4.0,3.0,2.0,1.0,5.0,0.0,,,,,,
321,Ryan Nall,CHI,25,,16,0,9,8,67,1,5.0,20,2.5,47,5.9,2.2,1,8.0,0,0.0,0,134.7,NallRy00,2020,,,,,,,,,,,,
322,Troymaine Pope,LAC,27,,6,0,10,8,42,0,1.0,-2,-0.3,44,5.5,-1.6,1,8.0,1,10.0,0,84.2,PopeTr00,2020,14.0,0.0,3.0,2.0,14.0,1.0,,,,,,
323,C.J. Uzomah,CIN,27,,2,2,11,8,87,1,6.0,57,7.1,30,3.8,8.5,0,,1,9.1,0,125.9,UzomC.00,2020,16.0,16.0,40.0,27.0,242.0,2.0,16.0,15.0,64.0,43.0,439.0,3.0
324,Maxx Williams,ARI,26,TE,9,8,10,8,102,1,4.0,36,4.5,66,8.3,3.8,1,8.0,0,0.0,1,102.9,WillMa04,2020,16.0,10.0,19.0,15.0,202.0,1.0,13.0,6.0,17.0,16.0,143.0,1.0
325,Devonta Freeman,NYG,28,,5,4,10,7,58,0,3.0,-12,-1.7,70,10.0,-1.4,0,,2,20.0,0,84.6,FreeDe00,2020,14.0,14.0,70.0,59.0,410.0,4.0,2.0,2.0,7.0,5.0,23.0,0.0
326,Demetrius Harris,CHI,29,TE,15,5,14,7,45,0,2.0,20,2.9,25,3.6,6.6,0,,2,14.3,1,27.4,HarrDe03,2020,15.0,6.0,27.0,15.0,149.0,3.0,15.0,3.0,25.0,12.0,164.0,3.0
327,Jamycal Hasty,SFO,24,,8,0,8,7,33,0,0.0,-14,-2.0,47,6.7,-2.4,0,,0,0.0,0,83.9,HastJa02,2020,,,,,,,,,,,,
328,K.J. Hill,LAC,23,,15,0,11,7,73,0,2.0,55,7.9,18,2.6,7.2,0,,2,18.2,0,82.8,HillKJ00,2020,,,,,,,,,,,,
329,Phillip Lindsay,DEN,26,RB,11,8,14,7,28,0,1.0,-11,-1.6,39,5.6,-0.4,2,3.5,2,14.3,0,56.2,LindPh00,2020,16.0,16.0,48.0,35.0,196.0,0.0,15.0,8.0,47.0,35.0,241.0,1.0
330,Austin Mack,NYG,23,,11,1,11,7,91,0,5.0,54,7.7,37,5.3,8.3,1,7.0,1,9.1,0,89.6,MackAu01,2020,,,,,,,,,,,,
331,Sony Michel,NWE,25,RB,9,6,9,7,114,1,5.0,4,0.6,110,15.7,-0.2,1,7.0,0,0.0,0,155.8,MichSo00,2020,16.0,14.0,20.0,12.0,94.0,0.0,13.0,8.0,11.0,7.0,50.0,0.0
332,Jaydon Mickens,TAM,26,,10,0,10,7,58,0,6.0,27,3.9,31,4.4,7.3,0,,0,0.0,0,84.6,MickJa01,2020,,,,,,,,,,,,
333,Foster Moreau,LVR,23,,16,2,9,7,140,2,5.0,89,12.7,51,7.3,12.1,0,,0,0.0,0,158.3,MoreFo00,2020,13.0,7.0,25.0,21.0,174.0,5.0,,,,,,
334,Equanimeous St. Brown,GNB,24,,12,1,13,7,117,1,6.0,58,8.3,59,8.4,12.1,1,7.0,2,15.4,0,110.1,St.BEq00,2020,,,,,,,12.0,7.0,36.0,21.0,328.0,0.0
335,Luke Stocker,ATL,32,TE,16,13,11,7,63,0,4.0,11,1.6,52,7.4,1.9,0,,1,9.1,0,79.0,StocLu00,2020,15.0,9.0,14.0,8.0,53.0,0.0,16.0,11.0,21.0,15.0,165.0,2.0
336,Darwin Thompson,KAN,23,,14,1,11,7,65,1,3.0,-23,-3.3,88,12.6,-2.6,2,3.5,1,9.1,0,110.0,ThomDa06,2020,12.0,0.0,10.0,9.0,43.0,0.0,,,,,,
337,Quez Watkins,PHI,22,,6,0,13,7,106,1,4.0,48,6.9,58,8.3,9.5,0,,2,15.4,0,106.6,WatkQu00,2020,,,,,,,,,,,,
338,Justin Watson,TAM,24,,11,2,11,7,94,0,5.0,75,10.7,19,2.7,9.6,0,,0,0.0,2,51.1,WatsJu01,2020,16.0,2.0,26.0,15.0,159.0,2.0,12.0,0.0,3.0,1.0,5.0,0.0
339,Deon Yelder,KAN,25,,14,1,11,7,36,0,2.0,6,0.9,30,4.3,5.2,0,,0,0.0,0,68.7,YeldDe00,2020,9.0,1.0,4.0,3.0,50.0,0.0,,,,,,
340,Josh Adams,NYJ,24,,8,0,8,6,29,0,2.0,5,0.8,24,4.0,0.1,0,,0,0.0,0,79.7,AdamJo03,2020,,,,,,,14.0,5.0,13.0,7.0,58.0,0.0
341,Saquon Barkley,NYG,23,,2,2,9,6,60,0,3.0,5,0.8,55,9.2,3.8,1,6.0,1,11.1,0,85.4,BarkSa00,2020,13.0,13.0,73.0,52.0,438.0,2.0,16.0,16.0,121.0,91.0,721.0,4.0
342,Dez Bryant,BAL,32,,6,0,11,6,47,2,3.0,13,2.2,34,5.7,4.7,0,,1,9.1,0,104.9,BryaDe01,2020,,,,,,,,,,,,
343,Parris Campbell,IND,23,,2,2,9,6,71,0,4.0,53,8.8,18,3.0,11.9,0,,0,0.0,1,50.9,CampPa00,2020,7.0,3.0,24.0,18.0,127.0,1.0,,,,,,
344,Tyrie Cleveland,DEN,23,,10,0,9,6,63,0,4.0,45,7.5,18,3.0,8.8,1,6.0,0,0.0,0,86.8,ClevTy00,2020,,,,,,,,,,,,
345,Tarik Cohen,CHI,25,,3,0,9,6,41,0,1.0,-20,-3.3,61,10.2,1.7,1,6.0,1,11.1,0,76.6,CoheTa00,2020,16.0,11.0,104.0,79.0,456.0,3.0,16.0,7.0,91.0,71.0,725.0,5.0
346,River Cracraft,SFO,26,,9,1,9,6,41,0,2.0,30,5.0,11,1.8,6.4,1,6.0,1,11.1,0,76.6,CracRi00,2020,,,,,,,8.0,0.0,2.0,1.0,44.0,0.0
347,Mark Ingram,BAL,31,RB,11,9,8,6,50,0,2.0,1,0.2,49,8.2,1.5,1,6.0,0,0.0,0,90.6,IngrMa01,2020,15.0,15.0,29.0,26.0,247.0,5.0,12.0,6.0,27.0,21.0,170.0,1.0
348,Alshon Jeffery,PHI,30,,7,2,13,6,115,1,5.0,90,15.0,25,4.2,13.2,0,,1,7.7,1,71.0,JeffAl00,2020,10.0,10.0,73.0,43.0,490.0,4.0,13.0,13.0,92.0,65.0,843.0,6.0
349,Nick Keizer,KAN,25,,16,3,9,6,63,0,2.0,23,3.8,40,6.7,9.0,0,,1,11.1,0,86.8,KeizNi00,2020,,,,,,,,,,,,
350,Chris Manhertz,CAR,28,TE,16,12,8,6,52,0,1.0,19,3.2,33,5.5,4.0,1,6.0,1,12.5,0,91.7,ManhCh00,2020,15.0,6.0,1.0,1.0,11.0,0.0,16.0,4.0,5.0,2.0,52.0,1.0
351,Anthony McFarland Jr.,PIT,21,,11,0,9,6,54,0,1.0,7,1.2,47,7.8,2.6,2,3.0,1,11.1,0,82.6,McFaAn00,2020,,,,,,,,,,,,
352,Laquon Treadwell,ATL,25,,5,0,7,6,49,2,4.0,36,6.0,13,2.2,5.6,1,6.0,0,0.0,0,135.4,TreaLa00,2020,13.0,1.0,16.0,9.0,184.0,1.0,15.0,7.0,53.0,35.0,302.0,1.0
353,Javon Wims,CHI,26,,13,1,12,6,48,1,4.0,44,7.3,4,0.7,14.8,0,,0,0.0,0,88.2,WimsJa00,2020,16.0,6.0,39.0,18.0,186.0,1.0,4.0,0.0,5.0,4.0,32.0,0.0
354,Alex Armah,CAR,26,,16,1,9,5,18,0,1.0,-2,-0.4,20,4.0,0.2,0,,3,33.3,0,60.9,ArmaAl00,2020,16.0,1.0,2.0,2.0,6.0,0.0,16.0,2.0,1.0,1.0,5.0,0.0
355,Tavon Austin,GNB,30,,4,0,5,5,20,0,1.0,-22,-4.4,42,8.4,-4.4,0,,0,0.0,0,83.3,AustTa00,2020,14.0,0.0,24.0,13.0,177.0,1.0,7.0,0.0,13.0,8.0,140.0,2.0
356,Ja'Marcus Bradley,CLE,24,,3,1,11,5,60,0,2.0,49,9.8,11,2.2,11.5,0,,0,0.0,0,62.7,BradJa01,2020,,,,,,,,,,,,
357,Cethan Carter,CIN,25,TE,15,5,7,5,53,0,3.0,43,8.6,10,2.0,7.7,0,,1,14.3,0,93.2,CartCe00,2020,15.0,0.0,3.0,2.0,13.0,1.0,,,,,,
358,Corey Clement,PHI,26,,15,0,6,5,25,0,2.0,-7,-1.4,32,6.4,-1.7,0,,1,16.7,0,84.0,ClemCo00,2020,,,,,,,11.0,0.0,25.0,22.0,192.0,0.0
359,Pharoh Cooper,CAR,25,,16,1,8,5,73,0,3.0,38,7.6,35,7.0,9.9,0,,0,0.0,0,92.2,CoopPh00,2020,13.0,1.0,33.0,25.0,243.0,1.0,,,,,,
360,Damien Harris,NWE,23,RB,10,10,7,5,52,0,4.0,-3,-0.6,55,11.0,-0.4,0,,0,0.0,1,53.0,HarrDa06,2020,,,,,,,,,,,,
361,Justice Hill,BAL,23,,12,0,5,5,20,0,0.0,-7,-1.4,27,5.4,-1.4,0,,0,0.0,0,83.3,HillJu00,2020,16.0,0.0,15.0,8.0,70.0,0.0,,,,,,
362,Steven Mitchell,HOU,26,,6,1,8,5,60,0,3.0,50,10.0,10,2.0,13.8,0,,0,0.0,0,85.4,MitcSt02,2020,3.0,1.0,6.0,2.0,37.0,0.0,,,,,,
363,Gabe Nabers,LAC,23,FB,16,5,7,5,25,2,2.0,2,0.4,23,4.6,0.9,0,,2,28.6,0,116.1,NabeGa00,2020,,,,,,,,,,,,
364,Gunner Olszewski+,NWE,24,,13,2,5,5,62,1,3.0,27,5.4,35,7.0,5.4,1,5.0,0,0.0,0,157.9,OlszGu00,2020,8.0,0.0,4.0,2.0,34.0,0.0,,,,,,
365,C.J. Prosise,HOU,26,,10,0,5,5,18,1,1.0,-8,-1.6,26,5.2,-1.6,0,,0,0.0,0,121.2,ProsC.00,2020,9.0,0.0,12.0,10.0,76.0,0.0,5.0,0.0,3.0,3.0,22.0,0.0
366,MyCole Pruitt,TEN,28,,11,4,8,5,49,2,4.0,36,7.2,13,2.6,8.4,0,,1,12.5,0,119.3,PruiMy00,2020,16.0,10.0,8.0,6.0,90.0,1.0,15.0,1.0,11.0,9.0,102.0,1.0
367,Theo Riddick,LVR,29,,4,0,6,5,43,0,1.0,10,2.0,33,6.6,1.7,0,,0,0.0,0,96.5,RiddTh00,2020,,,,,,,14.0,3.0,74.0,61.0,384.0,0.0
368,Darrius Shepherd,GNB,25,,8,0,8,5,46,0,1.0,28,5.6,18,3.6,15.0,0,,0,0.0,0,78.1,ShepDa00,2020,6.0,0.0,2.0,1.0,1.0,0.0,,,,,,
369,Trent Sherfield,ARI,24,,15,1,7,5,50,0,2.0,23,4.6,27,5.4,11.7,0,,0,0.0,1,51.8,SherTr00,2020,16.0,1.0,13.0,4.0,80.0,0.0,13.0,2.0,28.0,19.0,210.0,1.0
370,Malik Taylor,GNB,25,,15,1,6,5,66,1,4.0,19,3.8,47,9.4,6.7,0,,0,0.0,0,152.1,TaylMa01,2020,,,,,,,,,,,,
371,Levine Toilolo,NYG,29,,16,2,6,5,46,0,3.0,20,4.0,26,5.2,4.3,0,,0,0.0,0,98.6,ToilLe00,2020,13.0,0.0,2.0,2.0,10.0,0.0,16.0,10.0,24.0,21.0,263.0,1.0
372,Ke'Shawn Vaughn,TAM,23,,10,0,10,5,34,1,2.0,11,2.2,23,4.6,2.4,0,,3,30.0,0,91.2,VaugKe00,2020,,,,,,,,,,,,
373,DeAndre Washington,2TM,27,,4,1,10,5,30,0,2.0,7,1.4,23,4.6,2.6,0,,0,0.0,0,56.2,WashDe00,2020,16.0,3.0,41.0,36.0,292.0,0.0,10.0,0.0,1.0,1.0,9.0,0.0
374,Trayveon Williams,CIN,23,,10,0,5,5,30,0,1.0,-11,-2.2,41,8.2,-2.2,2,2.5,0,0.0,0,91.7,WillTr06,2020,,,,,,,,,,,,
375,JJ Arcega-Whiteside,PHI,24,,8,0,8,4,85,0,4.0,74,18.5,11,2.8,15.1,0,,1,12.5,1,48.4,ArceJJ00,2020,16.0,5.0,22.0,10.0,169.0,1.0,,,,,,
376,Peyton Barber,WAS,26,,16,2,7,4,12,0,1.0,1,0.3,11,2.8,0.1,0,,1,14.3,0,62.2,BarbPe01,2020,16.0,7.0,24.0,16.0,115.0,1.0,16.0,16.0,29.0,20.0,92.0,1.0
377,Khari Blasingame,TEN,24,FB,15,7,5,4,39,0,2.0,5,1.3,34,8.5,1.0,0,,1,20.0,0,99.2,BlasKh00,2020,6.0,3.0,5.0,4.0,54.0,0.0,,,,,,
378,Michael Burton,NOR,28,FB,15,4,4,4,28,0,1.0,6,1.5,22,5.5,1.5,0,,0,0.0,0,95.8,BurtMi00,2020,,,,,,,8.0,1.0,1.0,1.0,6.0,0.0
379,Tevin Coleman,SFO,27,,8,1,5,4,34,0,2.0,13,3.3,21,5.3,2.6,1,4.0,0,0.0,0,95.0,ColeTe01,2020,14.0,11.0,30.0,21.0,180.0,1.0,16.0,14.0,44.0,32.0,276.0,5.0
380,Juwan Johnson,NOR,24,,7,4,10,4,39,0,3.0,19,4.8,20,5.0,7.3,0,,1,10.0,0,51.7,JohnJu02,2020,,,,,,,,,,,,
381,Josh Malone,NYJ,24,,4,0,6,4,16,0,1.0,8,2.0,8,2.0,2.8,0,,1,16.7,0,70.1,MaloJo00,2020,,,,,,,9.0,0.0,5.0,1.0,12.0,0.0
382,Johnny Mundt,LAR,26,,16,1,4,4,53,0,1.0,8,2.0,45,11.3,2.0,2,2.0,0,0.0,0,118.7,MundJo00,2020,13.0,2.0,7.0,4.0,26.0,0.0,10.0,0.0,1.0,1.0,5.0,0.0
383,Dante Pettis,2TM,25,,7,1,6,4,76,1,3.0,70,17.5,6,1.5,18.3,0,,0,0.0,0,149.3,PettDa00,2020,11.0,4.0,24.0,11.0,109.0,2.0,12.0,7.0,45.0,27.0,467.0,5.0
384,Damion Ratley,NYG,25,,5,0,10,4,63,0,2.0,53,13.3,10,2.5,10.4,0,,0,0.0,1,22.1,RatlDa00,2020,13.0,3.0,24.0,12.0,200.0,1.0,13.0,3.0,20.0,13.0,144.0,0.0
